Destination Country,Destination Station,IWT Risk,Origin Country,Origin Station,Route Type
United States,LAS,N,Canada,YUL,PAX
United States,LAS,N,Canada,YVR,PAX
United States,LAS,N,Canada,YYC,PAX
United States,LAS,N,Canada,YYZ,PAX
United States,LAX,N,Canada,YUL,PAX
United States,LAX,N,Canada,YVR,PAX
United States,LAX,N,Canada,YYC,PAX
United States,LAX,N,Canada,YYZ,PAX
United States,LGA,N,Canada,YUL,PAX
United States,LGA,N,Canada,YYZ,PAX
United States,MCI,N,Canada,YYZ,PAX
United States,MCO,N,Canada,YHZ,PAX
United States,MCO,N,Canada,YOW,PAX
United States,MCO,N,Canada,YQB,PAX
United States,MCO,N,Canada,YUL,PAX
United States,MCO,N,Canada,YYZ,PAX
United States,MIA,N,Canada,YUL,PAX
United States,MIA,N,Canada,YVR,PAX
United States,MIA,N,Canada,YYZ,CARGO
United States,MIA,N,Canada,YYZ,PAX
United States,MKE,N,Canada,YYZ,PAX
United States,MSP,N,Canada,YUL,PAX
United States,MSP,N,Canada,YYZ,PAX
United States,MSY,N,Canada,YUL,PAX
United States,MSY,N,Canada,YYZ,PAX
United States,OGG,N,Canada,YVR,PAX
United States,OGG,N,Canada,YYC,PAX
United States,OGG,N,Canada,YYZ,PAX
United States,ORD,N,Canada,YUL,PAX
United States,ORD,N,Canada,YVR,PAX
United States,ORD,N,Canada,YYZ,PAX
United States,PBI,N,Canada,YUL,PAX
United States,PBI,N,Canada,YYZ,PAX
United States,PDX,N,Canada,YVR,PAX
United States,PDX,N,Canada,YYZ,PAX
United States,PHL,N,Canada,YUL,PAX
United States,PHL,N,Canada,YYZ,PAX
United States,PHX,N,Canada,YUL,PAX
United States,PHX,N,Canada,YVR,PAX
United States,PHX,N,Canada,YYC,PAX
United States,PHX,N,Canada,YYZ,PAX
United States,PIT,N,Canada,YUL,PAX
United States,PIT,N,Canada,YYZ,PAX
United States,PSP,N,Canada,YVR,PAX
United States,PSP,N,Canada,YYZ,PAX
United States,RDU,N,Canada,YUL,PAX
United States,RDU,N,Canada,YYZ,PAX
United States,RSW,N,Canada,YUL,PAX
United States,RSW,N,Canada,YYZ,PAX
United States,SAN,N,Canada,YUL,PAX
United States,SAN,N,Canada,YVR,PAX
United States,SAN,N,Canada,YYZ,PAX
United States,SEA,N,Canada,YUL,PAX
United States,SEA,N,Canada,YVR,PAX
United States,SEA,N,Canada,YYZ,PAX
United States,SFO,N,Canada,YEG,PAX
United States,SFO,N,Canada,YUL,PAX
United States,SFO,N,Canada,YVR,PAX
United States,SFO,N,Canada,YYC,PAX
United States,SFO,N,Canada,YYZ,PAX
United States,SLC,N,Canada,YYZ,PAX
United States,SMF,N,Canada,YVR,PAX
United States,SNA,N,Canada,YVR,PAX
United States,SRQ,N,Canada,YYZ,PAX
United States,STL,N,Canada,YYZ,PAX
United States,TPA,N,Canada,YHZ,PAX
United States,TPA,N,Canada,YOW,PAX
United States,TPA,N,Canada,YUL,PAX
United States,TPA,N,Canada,YYZ,PAX
